TIME,LOGL,VPH
8.05E+01,4.18739873047171E+01,2.92076596193820E+08
8.10E+01,4.18713993991608E+01,2.91155458880556E+08
8.15E+01,4.18687480015726E+01,2.90327784938995E+08
8.20E+01,4.18660257692013E+01,2.89419690399724E+08
8.25E+01,4.18632375111204E+01,2.88512960747779E+08
8.30E+01,4.18603758732873E+01,2.87590673483762E+08
8.35E+01,4.18574633762221E+01,2.86699897893737E+08
8.40E+01,4.18544905348482E+01,2.85827591776205E+08
8.45E+01,4.18514338453564E+01,2.84929645918797E+08
8.50E+01,4.18482970186403E+01,2.84044138462369E+08
8.55E+01,4.18450963627653E+01,2.83167984202989E+08
8.60E+01,4.18418165198829E+01,2.82301276018824E+08
8.65E+01,4.18384126421403E+01,2.81432637498839E+08
8.70E+01,4.18348567997161E+01,2.80559084002919E+08
8.75E+01,4.18311948885639E+01,2.79724168438827E+08
8.80E+01,4.18273873491966E+01,2.78895124324167E+08
8.85E+01,4.18234445994452E+01,2.78054011103347E+08
8.90E+01,4.18193600884408E+01,2.77171871598999E+08
8.95E+01,4.18151195879896E+01,2.76329313277548E+08
9.00E+01,4.18106940419557E+01,2.75490931997820E+08
9.05E+01,4.18059994240619E+01,2.74618701742532E+08
9.10E+01,4.18010766272578E+01,2.73735200701863E+08
9.15E+01,4.17959447048955E+01,2.72873232004308E+08
9.20E+01,4.17906053530500E+01,2.72012124060747E+08
9.25E+01,4.17850466004590E+01,2.71115465534609E+08
9.30E+01,4.17792068370444E+01,2.70227628606695E+08
9.35E+01,4.17731243836409E+01,2.69495106681258E+08
9.40E+01,4.17668180443755E+01,2.68720923264444E+08
9.45E+01,4.17602929126938E+01,2.67740305307014E+08
9.50E+01,4.17534782472200E+01,2.67036216351065E+08
9.55E+01,4.17461533743387E+01,2.66290260094977E+08
9.60E+01,4.17373530275178E+01,2.65581975805190E+08
9.65E+01,4.17273577662464E+01,2.64868756461116E+08
9.70E+01,4.17162007431781E+01,2.63806486253528E+08
9.75E+01,4.17033951326227E+01,2.63084022540367E+08
9.80E+01,4.16886660339957E+01,2.62361506641699E+08
9.85E+01,4.16714254141537E+01,2.61689955401252E+08
9.90E+01,4.16515576663951E+01,2.60977315181573E+08
9.95E+01,4.16312974118573E+01,2.60000715835722E+08
1.00E+02,4.16116874610934E+01,2.59138371928675E+08
1.01E+02,4.15929091234548E+01,2.58442340994303E+08
1.01E+02,4.15750826170237E+01,2.57740115608745E+08
1.02E+02,4.15570188653474E+01,2.57054239032749E+08
1.02E+02,4.15390294564288E+01,2.56244981408348E+08
1.03E+02,4.15215998981508E+01,2.55236811645198E+08
1.03E+02,4.15055375251219E+01,2.54545918085845E+08
1.04E+02,4.14907294020490E+01,2.53929312587655E+08
1.04E+02,4.14768818118163E+01,2.53227959816695E+08
1.05E+02,4.14643593951892E+01,2.52491325151894E+08
1.05E+02,4.14526094933343E+01,2.51630231456810E+08
1.06E+02,4.14417249929966E+01,2.50688895169752E+08
1.06E+02,4.14320612832518E+01,2.50062004358175E+08
1.07E+02,4.14232804298485E+01,2.49446343158813E+08
1.07E+02,4.14152285790872E+01,2.48795553552359E+08
1.08E+02,4.14078790751428E+01,2.48156355338396E+08
1.08E+02,4.14010251760651E+01,2.47488320095303E+08
1.09E+02,4.13945779676377E+01,2.46767308157763E+08
1.09E+02,4.13885202819617E+01,2.45879498755608E+08
1.10E+02,4.13828753662582E+01,2.45089121941038E+08
1.10E+02,4.13776196036125E+01,2.44415654884814E+08
1.11E+02,4.13726879216700E+01,2.43748814772258E+08
1.11E+02,4.13680458897912E+01,2.43058458333468E+08
1.12E+02,4.13636211954119E+01,2.42348254671795E+08
